interacting_pair	variable	pvalue	mean	part1	part2	tissue
LRP5_FAM3B	Enterocyte PCK1_high.Absorptive	0	0.568	Enterocyte PCK1_high	Absorptive	Smallintestine
LRP5_FAM3B	Enterocyte PCK1_high.Enterocyte_APOA1_high	0	0.586	Enterocyte PCK1_high	Enterocyte_APOA1_high	Smallintestine
LRP5_FAM3B	Enterocyte PCK1_high.Enterocyte PCK1_high	0	0.667	Enterocyte PCK1_high	Enterocyte PCK1_high	Smallintestine
LRP5_FAM3B	Enterocyte PCK1_high.Enterocyte_RBP2_high	0	0.719	Enterocyte PCK1_high	Enterocyte_RBP2_high	Smallintestine
LRP5_FAM3B	Enterocyte PCK1_high.Stem	0	0.884	Enterocyte PCK1_high	Stem	Smallintestine
LRP5_FAM3B	Enterocyte PCK1_high.Tuft	0.046	0.516	Enterocyte PCK1_high	Tuft	Smallintestine
LRP5_FAM3B	Stem.Enterocyte PCK1_high	0	0.578	Stem	Enterocyte PCK1_high	Smallintestine
LRP5_FAM3B	Stem.Enterocyte_RBP2_high	0	0.63	Stem	Enterocyte_RBP2_high	Smallintestine
LRP5_FAM3B	Stem.Stem	0	0.795	Stem	Stem	Smallintestine
LRP5_FAM3B	Tuft.Absorptive	0	0.713	Tuft	Absorptive	Smallintestine
LRP5_FAM3B	Tuft.Enterocyte_APOA1_high	0	0.731	Tuft	Enterocyte_APOA1_high	Smallintestine
LRP5_FAM3B	Tuft.Enterocyte PCK1_high	0	0.812	Tuft	Enterocyte PCK1_high	Smallintestine
LRP5_FAM3B	Tuft.Enterocyte_RBP2_high	0	0.864	Tuft	Enterocyte_RBP2_high	Smallintestine
LRP5_FAM3B	Tuft.Stem	0	1.029	Tuft	Stem	Smallintestine
LRP5_FAM3B	Tuft.Tuft	0	0.661	Tuft	Tuft	Smallintestine
LRP6_CKLF	Stem.TIEL_CD8	0	0.996	Stem	TIEL_CD8	Smallintestine
LRP6_CKLF	Stem.TRM_CD4	0	0.693	Stem	TRM_CD4	Smallintestine
LRP6_CKLF	Stem.TRM_CD8	0	0.717	Stem	TRM_CD8	Smallintestine
LTBR_LTB	Absorptive.Memory_B	0	1.046	Absorptive	Memory_B	Smallintestine
LTBR_LTB	Absorptive.TRM_CD4	0	0.829	Absorptive	TRM_CD4	Smallintestine
LTBR_LTB	Enterocyte_APOA1_high.Memory_B	0	0.912	Enterocyte_APOA1_high	Memory_B	Smallintestine
LTBR_LTB	Enterocyte_APOA1_high.TRM_CD4	0	0.696	Enterocyte_APOA1_high	TRM_CD4	Smallintestine
LTBR_LTB	Enterocyte PCK1_high.Memory_B	0	1.033	Enterocyte PCK1_high	Memory_B	Smallintestine
LTBR_LTB	Enterocyte PCK1_high.TRM_CD4	0	0.817	Enterocyte PCK1_high	TRM_CD4	Smallintestine
LTBR_LTB	Stem.Memory_B	0	1.025	Stem	Memory_B	Smallintestine
LTBR_LTB	Stem.TRM_CD4	0	0.809	Stem	TRM_CD4	Smallintestine
LTBR_LTB	Tuft.Memory_B	0	1.007	Tuft	Memory_B	Smallintestine
LTBR_LTB	Tuft.TRM_CD4	0	0.79	Tuft	TRM_CD4	Smallintestine
MDK_LRP1	Absorptive.Enterocyte_APOA1_high	0	1.363	Absorptive	Enterocyte_APOA1_high	Smallintestine
MDK_LRP1	Absorptive.Enterocyte PCK1_high	0	1.347	Absorptive	Enterocyte PCK1_high	Smallintestine
MDK_LRP1	Absorptive.Stem	0	1.268	Absorptive	Stem	Smallintestine
MDK_LRP1	Enterocyte_APOA1_high.Enterocyte_APOA1_high	0	1.121	Enterocyte_APOA1_high	Enterocyte_APOA1_high	Smallintestine
MDK_LRP1	Enterocyte_APOA1_high.Enterocyte PCK1_high	0	1.105	Enterocyte_APOA1_high	Enterocyte PCK1_high	Smallintestine
MDK_LRP1	Enterocyte_APOA1_high.Stem	0	1.025	Enterocyte_APOA1_high	Stem	Smallintestine
MDK_LRP1	Enterocyte PCK1_high.Enterocyte_APOA1_high	0	0.908	Enterocyte PCK1_high	Enterocyte_APOA1_high	Smallintestine
MDK_LRP1	Enterocyte PCK1_high.Enterocyte PCK1_high	0	0.891	Enterocyte PCK1_high	Enterocyte PCK1_high	Smallintestine
MDK_LRP1	Enterocyte_RBP2_high.Enterocyte_APOA1_high	0	1.079	Enterocyte_RBP2_high	Enterocyte_APOA1_high	Smallintestine
MDK_LRP1	Enterocyte_RBP2_high.Enterocyte PCK1_high	0	1.062	Enterocyte_RBP2_high	Enterocyte PCK1_high	Smallintestine
MDK_LRP1	Enterocyte_RBP2_high.Stem	0	0.983	Enterocyte_RBP2_high	Stem	Smallintestine
MDK_LRP1	Tuft.Enterocyte_APOA1_high	0	1.105	Tuft	Enterocyte_APOA1_high	Smallintestine
MDK_LRP1	Tuft.Enterocyte PCK1_high	0	1.089	Tuft	Enterocyte PCK1_high	Smallintestine
MDK_LRP1	Tuft.Stem	0	1.009	Tuft	Stem	Smallintestine
MDK_SORL1	Absorptive.Absorptive	0	1.335	Absorptive	Absorptive	Smallintestine
MDK_SORL1	Absorptive.Enterocyte PCK1_high	0	1.305	Absorptive	Enterocyte PCK1_high	Smallintestine
MDK_SORL1	Absorptive.Stem	0	1.263	Absorptive	Stem	Smallintestine
MDK_SORL1	Enterocyte_APOA1_high.Absorptive	0	1.092	Enterocyte_APOA1_high	Absorptive	Smallintestine
MDK_SORL1	Enterocyte_APOA1_high.Enterocyte PCK1_high	0	1.063	Enterocyte_APOA1_high	Enterocyte PCK1_high	Smallintestine
MDK_SORL1	Enterocyte_APOA1_high.Stem	0	1.021	Enterocyte_APOA1_high	Stem	Smallintestine
MDK_SORL1	Enterocyte PCK1_high.Absorptive	0	0.879	Enterocyte PCK1_high	Absorptive	Smallintestine
MDK_SORL1	Enterocyte PCK1_high.Enterocyte PCK1_high	0	0.85	Enterocyte PCK1_high	Enterocyte PCK1_high	Smallintestine
MDK_SORL1	Enterocyte_RBP2_high.Absorptive	0	1.05	Enterocyte_RBP2_high	Absorptive	Smallintestine
MDK_SORL1	Enterocyte_RBP2_high.Enterocyte PCK1_high	0	1.021	Enterocyte_RBP2_high	Enterocyte PCK1_high	Smallintestine
MDK_SORL1	Enterocyte_RBP2_high.Stem	0	0.979	Enterocyte_RBP2_high	Stem	Smallintestine
MDK_SORL1	Tuft.Absorptive	0	1.076	Tuft	Absorptive	Smallintestine
MDK_SORL1	Tuft.Enterocyte PCK1_high	0	1.047	Tuft	Enterocyte PCK1_high	Smallintestine
MDK_SORL1	Tuft.Stem	0	1.005	Tuft	Stem	Smallintestine
MIF_TNFRSF14	Absorptive.Enterocyte PCK1_high	0	1.093	Absorptive	Enterocyte PCK1_high	Smallintestine
MIF_TNFRSF14	Enterocyte PCK1_high.Absorptive	0.047	1.067	Enterocyte PCK1_high	Absorptive	Smallintestine
MIF_TNFRSF14	Enterocyte PCK1_high.Enterocyte PCK1_high	0	1.138	Enterocyte PCK1_high	Enterocyte PCK1_high	Smallintestine
MIF_TNFRSF14	Enterocyte_RBP2_high.Absorptive	0	1.125	Enterocyte_RBP2_high	Absorptive	Smallintestine
MIF_TNFRSF14	Enterocyte_RBP2_high.Enterocyte PCK1_high	0	1.196	Enterocyte_RBP2_high	Enterocyte PCK1_high	Smallintestine
MIF_TNFRSF14	Memory_B.Absorptive	0	1.187	Memory_B	Absorptive	Smallintestine
MIF_TNFRSF14	Memory_B.Enterocyte PCK1_high	0	1.258	Memory_B	Enterocyte PCK1_high	Smallintestine
MIF_TNFRSF14	Stem.Absorptive	0	1.353	Stem	Absorptive	Smallintestine
MIF_TNFRSF14	Stem.Enterocyte_APOA1_high	0	1.173	Stem	Enterocyte_APOA1_high	Smallintestine
MIF_TNFRSF14	Stem.Enterocyte PCK1_high	0	1.423	Stem	Enterocyte PCK1_high	Smallintestine
MIF_TNFRSF14	Stem.Tuft	0	1.192	Stem	Tuft	Smallintestine
MIF_TNFRSF14	TIEL_CD8.Absorptive	0.015	1.203	TIEL_CD8	Absorptive	Smallintestine
MIF_TNFRSF14	TIEL_CD8.Enterocyte PCK1_high	0	1.273	TIEL_CD8	Enterocyte PCK1_high	Smallintestine
MIF_TNFRSF14	TRM_CD4.Absorptive	0	1.26	TRM_CD4	Absorptive	Smallintestine
MIF_TNFRSF14	TRM_CD4.Enterocyte PCK1_high	0	1.331	TRM_CD4	Enterocyte PCK1_high	Smallintestine
MIF_TNFRSF14	TRM_CD4.Tuft	0.016	1.099	TRM_CD4	Tuft	Smallintestine
MIF_TNFRSF14	TRM_CD8.Absorptive	0	1.192	TRM_CD8	Absorptive	Smallintestine
MIF_TNFRSF14	TRM_CD8.Enterocyte PCK1_high	0	1.263	TRM_CD8	Enterocyte PCK1_high	Smallintestine
MIF_TNFRSF14	Tuft.Absorptive	0	1.527	Tuft	Absorptive	Smallintestine
MIF_TNFRSF14	Tuft.Enterocyte_APOA1_high	0	1.348	Tuft	Enterocyte_APOA1_high	Smallintestine
MIF_TNFRSF14	Tuft.Enterocyte PCK1_high	0	1.598	Tuft	Enterocyte PCK1_high	Smallintestine
MIF_TNFRSF14	Tuft.Enterocyte_RBP2_high	0	1.257	Tuft	Enterocyte_RBP2_high	Smallintestine
MIF_TNFRSF14	Tuft.Memory_B	0	1.253	Tuft	Memory_B	Smallintestine
MIF_TNFRSF14	Tuft.Stem	0	1.207	Tuft	Stem	Smallintestine
MIF_TNFRSF14	Tuft.TIEL_CD8	0	1.257	Tuft	TIEL_CD8	Smallintestine
MIF_TNFRSF14	Tuft.TRM_CD8	0	1.266	Tuft	TRM_CD8	Smallintestine
MIF_TNFRSF14	Tuft.Tuft	0	1.367	Tuft	Tuft	Smallintestine
MST1_MST1R	Enterocyte_APOA1_high.Enterocyte PCK1_high	0	0.442	Enterocyte_APOA1_high	Enterocyte PCK1_high	Smallintestine
MST1_MST1R	Enterocyte PCK1_high.Enterocyte PCK1_high	0	0.559	Enterocyte PCK1_high	Enterocyte PCK1_high	Smallintestine
NRG2_ERBB3	Tuft.Absorptive	0	0.501	Tuft	Absorptive	Smallintestine
NRG2_ERBB3	Tuft.Enterocyte_APOA1_high	0	0.468	Tuft	Enterocyte_APOA1_high	Smallintestine
NRG2_ERBB3	Tuft.Enterocyte PCK1_high	0	0.548	Tuft	Enterocyte PCK1_high	Smallintestine
NRG2_ERBB3	Tuft.Stem	0	0.61	Tuft	Stem	Smallintestine
NRG2_ERBB3	Tuft.Tuft	0	0.525	Tuft	Tuft	Smallintestine
PLXNB1_SEMA4D	Stem.TIEL_CD8	0	0.269	Stem	TIEL_CD8	Smallintestine
PLXNB2_SEMA4D	Absorptive.TIEL_CD8	0	0.529	Absorptive	TIEL_CD8	Smallintestine
PLXNB2_SEMA4D	Enterocyte PCK1_high.TIEL_CD8	0	0.392	Enterocyte PCK1_high	TIEL_CD8	Smallintestine
PLXNB2_SEMA4D	Stem.TIEL_CD8	0	0.341	Stem	TIEL_CD8	Smallintestine
PLXNB2_SEMA4G	Absorptive.Enterocyte PCK1_high	0	0.491	Absorptive	Enterocyte PCK1_high	Smallintestine
PLXNB2_SEMA4G	Absorptive.Stem	0	0.433	Absorptive	Stem	Smallintestine
PLXNB2_SEMA4G	Enterocyte PCK1_high.Enterocyte PCK1_high	0	0.354	Enterocyte PCK1_high	Enterocyte PCK1_high	Smallintestine
PLXNB2_SEMA4G	Enterocyte PCK1_high.Stem	0	0.296	Enterocyte PCK1_high	Stem	Smallintestine
PLXNB2_SEMA4G	Stem.Enterocyte PCK1_high	0	0.303	Stem	Enterocyte PCK1_high	Smallintestine
PVR_CD96	Tuft.TIEL_CD8	0	1.149	Tuft	TIEL_CD8	Smallintestine
PVR_CD96	Tuft.TRM_CD4	0	0.787	Tuft	TRM_CD4	Smallintestine
PVR_CD96	Tuft.TRM_CD8	0	0.96	Tuft	TRM_CD8	Smallintestine
PVR_TIGIT	Tuft.TIEL_CD8	0	0.462	Tuft	TIEL_CD8	Smallintestine
PVR_TNFSF9	Tuft.Memory_B	0	0.445	Tuft	Memory_B	Smallintestine
SEMA7A_a1b1 complex	Tuft.Absorptive	0	0.393	Tuft	Absorptive	Smallintestine
SEMA7A_a1b1 complex	Tuft.Enterocyte PCK1_high	0	0.343	Tuft	Enterocyte PCK1_high	Smallintestine
SEMA7A_a1b1 complex	Tuft.Stem	0	0.619	Tuft	Stem	Smallintestine
SEMA7A_a1b1 complex	Tuft.TIEL_CD8	0	0.478	Tuft	TIEL_CD8	Smallintestine
SEMA7A_a1b1 complex	Tuft.Tuft	0	0.404	Tuft	Tuft	Smallintestine
TGFB1_aVb6 complex	Memory_B.Stem	0	0.296	Memory_B	Stem	Smallintestine
TGFB1_aVb6 complex	TIEL_CD8.Stem	0	0.489	TIEL_CD8	Stem	Smallintestine
TGFB1_aVb6 complex	TRM_CD4.Stem	0	0.345	TRM_CD4	Stem	Smallintestine
TGFB1_aVb6 complex	TRM_CD8.Stem	0	0.345	TRM_CD8	Stem	Smallintestine
TGFB1_TGFbeta receptor1	Memory_B.TIEL_CD8	0	0.456	Memory_B	TIEL_CD8	Smallintestine
TGFB1_TGFbeta receptor1	TIEL_CD8.TIEL_CD8	0	0.649	TIEL_CD8	TIEL_CD8	Smallintestine
TGFB1_TGFbeta receptor1	TRM_CD4.TIEL_CD8	0	0.505	TRM_CD4	TIEL_CD8	Smallintestine
TGFB1_TGFbeta receptor1	TRM_CD8.TIEL_CD8	0	0.505	TRM_CD8	TIEL_CD8	Smallintestine
TNFRSF10B_FASLG	Enterocyte_APOA1_high.TIEL_CD8	0	0.359	Enterocyte_APOA1_high	TIEL_CD8	Smallintestine
TNFRSF10B_FASLG	Enterocyte PCK1_high.TIEL_CD8	0	0.586	Enterocyte PCK1_high	TIEL_CD8	Smallintestine
TNFRSF10B_FASLG	Stem.TIEL_CD8	0	0.32	Stem	TIEL_CD8	Smallintestine
TNFRSF10B_TNFSF10	Enterocyte_APOA1_high.Absorptive	0	0.398	Enterocyte_APOA1_high	Absorptive	Smallintestine
TNFRSF10B_TNFSF10	Enterocyte_APOA1_high.Enterocyte_APOA1_high	0	0.442	Enterocyte_APOA1_high	Enterocyte_APOA1_high	Smallintestine
TNFRSF10B_TNFSF10	Enterocyte_APOA1_high.Enterocyte PCK1_high	0	0.398	Enterocyte_APOA1_high	Enterocyte PCK1_high	Smallintestine
TNFRSF10B_TNFSF10	Enterocyte_APOA1_high.Stem	0	0.423	Enterocyte_APOA1_high	Stem	Smallintestine
TNFRSF10B_TNFSF10	Enterocyte_APOA1_high.Tuft	0	0.382	Enterocyte_APOA1_high	Tuft	Smallintestine
TNFRSF10B_TNFSF10	Enterocyte PCK1_high.Absorptive	0	0.625	Enterocyte PCK1_high	Absorptive	Smallintestine
TNFRSF10B_TNFSF10	Enterocyte PCK1_high.Enterocyte_APOA1_high	0	0.669	Enterocyte PCK1_high	Enterocyte_APOA1_high	Smallintestine
TNFRSF10B_TNFSF10	Enterocyte PCK1_high.Enterocyte PCK1_high	0	0.626	Enterocyte PCK1_high	Enterocyte PCK1_high	Smallintestine
TNFRSF10B_TNFSF10	Enterocyte PCK1_high.Stem	0	0.65	Enterocyte PCK1_high	Stem	Smallintestine
TNFRSF10B_TNFSF10	Enterocyte PCK1_high.Tuft	0	0.609	Enterocyte PCK1_high	Tuft	Smallintestine
TNFRSF10B_TNFSF10	Stem.Absorptive	0	0.359	Stem	Absorptive	Smallintestine
TNFRSF10B_TNFSF10	Stem.Enterocyte_APOA1_high	0	0.403	Stem	Enterocyte_APOA1_high	Smallintestine
TNFRSF10B_TNFSF10	Stem.Stem	0.031	0.384	Stem	Stem	Smallintestine
TNFRSF13B_TNFSF13	Memory_B.Stem	0	0.529	Memory_B	Stem	Smallintestine
TNFRSF1A_FASLG	Absorptive.TIEL_CD8	0	0.59	Absorptive	TIEL_CD8	Smallintestine
TNFRSF1A_FASLG	Enterocyte_APOA1_high.TIEL_CD8	0	0.866	Enterocyte_APOA1_high	TIEL_CD8	Smallintestine
TNFRSF1A_FASLG	Enterocyte PCK1_high.TIEL_CD8	0	0.968	Enterocyte PCK1_high	TIEL_CD8	Smallintestine
TNFRSF1A_GRN	Absorptive.Absorptive	0	0.757	Absorptive	Absorptive	Smallintestine
TNFRSF1A_GRN	Absorptive.Memory_B	0	0.77	Absorptive	Memory_B	Smallintestine
TNFRSF1A_GRN	Absorptive.Stem	0	0.741	Absorptive	Stem	Smallintestine
TNFRSF1A_GRN	Absorptive.Tuft	0	0.722	Absorptive	Tuft	Smallintestine
TNFRSF1A_GRN	Enterocyte_APOA1_high.Absorptive	0	1.032	Enterocyte_APOA1_high	Absorptive	Smallintestine
TNFRSF1A_GRN	Enterocyte_APOA1_high.Enterocyte_APOA1_high	0	0.875	Enterocyte_APOA1_high	Enterocyte_APOA1_high	Smallintestine
TNFRSF1A_GRN	Enterocyte_APOA1_high.Enterocyte PCK1_high	0	0.843	Enterocyte_APOA1_high	Enterocyte PCK1_high	Smallintestine
TNFRSF1A_GRN	Enterocyte_APOA1_high.Memory_B	0	1.046	Enterocyte_APOA1_high	Memory_B	Smallintestine
TNFRSF1A_GRN	Enterocyte_APOA1_high.Stem	0	1.017	Enterocyte_APOA1_high	Stem	Smallintestine
TNFRSF1A_GRN	Enterocyte_APOA1_high.Tuft	0	0.998	Enterocyte_APOA1_high	Tuft	Smallintestine
TNFRSF1A_GRN	Enterocyte PCK1_high.Absorptive	0	1.135	Enterocyte PCK1_high	Absorptive	Smallintestine
TNFRSF1A_GRN	Enterocyte PCK1_high.Enterocyte_APOA1_high	0	0.977	Enterocyte PCK1_high	Enterocyte_APOA1_high	Smallintestine
TNFRSF1A_GRN	Enterocyte PCK1_high.Enterocyte PCK1_high	0	0.946	Enterocyte PCK1_high	Enterocyte PCK1_high	Smallintestine
TNFRSF1A_GRN	Enterocyte PCK1_high.Memory_B	0	1.148	Enterocyte PCK1_high	Memory_B	Smallintestine
TNFRSF1A_GRN	Enterocyte PCK1_high.Stem	0	1.119	Enterocyte PCK1_high	Stem	Smallintestine
TNFRSF1A_GRN	Enterocyte PCK1_high.Tuft	0	1.1	Enterocyte PCK1_high	Tuft	Smallintestine
TNFRSF1B_GRN	Stem.Absorptive	0	0.407	Stem	Absorptive	Smallintestine
TNFRSF1B_GRN	Stem.Memory_B	0.016	0.42	Stem	Memory_B	Smallintestine
TNFRSF1B_GRN	Stem.Stem	0	0.391	Stem	Stem	Smallintestine
TNFRSF1B_GRN	Stem.Tuft	0	0.372	Stem	Tuft	Smallintestine
TNFRSF1B_GRN	TIEL_CD8.Absorptive	0	0.596	TIEL_CD8	Absorptive	Smallintestine
TNFRSF1B_GRN	TIEL_CD8.Enterocyte_APOA1_high	0	0.439	TIEL_CD8	Enterocyte_APOA1_high	Smallintestine
TNFRSF1B_GRN	TIEL_CD8.Enterocyte PCK1_high	0	0.407	TIEL_CD8	Enterocyte PCK1_high	Smallintestine
TNFRSF1B_GRN	TIEL_CD8.Memory_B	0	0.61	TIEL_CD8	Memory_B	Smallintestine
TNFRSF1B_GRN	TIEL_CD8.Stem	0	0.581	TIEL_CD8	Stem	Smallintestine
TNFRSF1B_GRN	TIEL_CD8.Tuft	0	0.562	TIEL_CD8	Tuft	Smallintestine
TNFRSF1B_GRN	TRM_CD4.Absorptive	0	0.562	TRM_CD4	Absorptive	Smallintestine
TNFRSF1B_GRN	TRM_CD4.Enterocyte_APOA1_high	0	0.405	TRM_CD4	Enterocyte_APOA1_high	Smallintestine
TNFRSF1B_GRN	TRM_CD4.Enterocyte PCK1_high	0	0.373	TRM_CD4	Enterocyte PCK1_high	Smallintestine
TNFRSF1B_GRN	TRM_CD4.Memory_B	0	0.576	TRM_CD4	Memory_B	Smallintestine
TNFRSF1B_GRN	TRM_CD4.Stem	0	0.546	TRM_CD4	Stem	Smallintestine
TNFRSF1B_GRN	TRM_CD4.Tuft	0	0.528	TRM_CD4	Tuft	Smallintestine
TNFRSF1B_GRN	TRM_CD8.Absorptive	0	0.568	TRM_CD8	Absorptive	Smallintestine
TNFRSF1B_GRN	TRM_CD8.Enterocyte_APOA1_high	0	0.411	TRM_CD8	Enterocyte_APOA1_high	Smallintestine
TNFRSF1B_GRN	TRM_CD8.Enterocyte PCK1_high	0	0.379	TRM_CD8	Enterocyte PCK1_high	Smallintestine
TNFRSF1B_GRN	TRM_CD8.Memory_B	0	0.582	TRM_CD8	Memory_B	Smallintestine
TNFRSF1B_GRN	TRM_CD8.Stem	0	0.552	TRM_CD8	Stem	Smallintestine
TNFRSF1B_GRN	TRM_CD8.Tuft	0	0.534	TRM_CD8	Tuft	Smallintestine
TNFSF10_RIPK1	Enterocyte_APOA1_high.Stem	0.016	0.317	Enterocyte_APOA1_high	Stem	Smallintestine
TNFSF10_RIPK1	Stem.Stem	0.048	0.298	Stem	Stem	Smallintestine
TNFSF13_TNFRSF14	Stem.Absorptive	0	0.586	Stem	Absorptive	Smallintestine
TNFSF13_TNFRSF14	Stem.Enterocyte_APOA1_high	0	0.407	Stem	Enterocyte_APOA1_high	Smallintestine
TNFSF13_TNFRSF14	Stem.Enterocyte PCK1_high	0	0.657	Stem	Enterocyte PCK1_high	Smallintestine
TNFSF13_TNFRSF14	Stem.Tuft	0	0.425	Stem	Tuft	Smallintestine
TNFSF13_TNFRSF1A	Stem.Absorptive	0	0.542	Stem	Absorptive	Smallintestine
TNFSF13_TNFRSF1A	Stem.Enterocyte_APOA1_high	0	0.818	Stem	Enterocyte_APOA1_high	Smallintestine
TNFSF13_TNFRSF1A	Stem.Enterocyte PCK1_high	0	0.92	Stem	Enterocyte PCK1_high	Smallintestine
VEGFA_EPHB2	Absorptive.Stem	0	0.474	Absorptive	Stem	Smallintestine
VEGFA_EPHB2	Enterocyte_APOA1_high.Stem	0	0.743	Enterocyte_APOA1_high	Stem	Smallintestine
VEGFA_EPHB2	Enterocyte PCK1_high.Stem	0	0.791	Enterocyte PCK1_high	Stem	Smallintestine
VEGFA_EPHB2	Stem.Stem	0	0.397	Stem	Stem	Smallintestine
VEGFA_EPHB2	Tuft.Stem	0	0.564	Tuft	Stem	Smallintestine
ALOX5_ALOX5AP	Memory_B.MAIT_CD8	0	0.714	Memory_B	MAIT_CD8	Spleen
ALOX5_ALOX5AP	Memory_B.Memory_B	0.03	0.463	Memory_B	Memory_B	Spleen
ALOX5_ALOX5AP	Memory_B.NK	0	0.835	Memory_B	NK	Spleen
ALOX5_ALOX5AP	Memory_B.TCM_CD4	0.016	0.462	Memory_B	TCM_CD4	Spleen
ALOX5_ALOX5AP	Memory_B.TEFF_CD8	0	0.844	Memory_B	TEFF_CD8	Spleen
ALOX5_ALOX5AP	Memory_B.TEM_CD8	0	0.699	Memory_B	TEM_CD8	Spleen
ALOX5_ALOX5AP	Memory_B.TGD_CD8	0	0.757	Memory_B	TGD_CD8	Spleen
ALOX5_ALOX5AP	Memory_B.TRM_CD4	0	0.609	Memory_B	TRM_CD4	Spleen
ALOX5_ALOX5AP	Memory_B.TRM_CD8	0	0.733	Memory_B	TRM_CD8	Spleen
ANXA1_FPR1	Mac.Mon	0	0.616	Mac	Mon	Spleen
ANXA1_FPR1	MAIT_CD8.Mac	0	1.072	MAIT_CD8	Mac	Spleen
ANXA1_FPR1	MAIT_CD8.Mon	0	1.193	MAIT_CD8	Mon	Spleen
ANXA1_FPR1	Mon.Mac	0	0.964	Mon	Mac	Spleen
ANXA1_FPR1	Mon.Mon	0	1.084	Mon	Mon	Spleen
ANXA1_FPR1	Naive_CD8.Mac	0.016	0.588	Naive_CD8	Mac	Spleen
ANXA1_FPR1	Naive_CD8.Mon	0	0.709	Naive_CD8	Mon	Spleen
ANXA1_FPR1	NK.Mac	0	1.003	NK	Mac	Spleen
ANXA1_FPR1	NK.Mon	0	1.123	NK	Mon	Spleen
ANXA1_FPR1	TCM_CD4.Mac	0	0.995	TCM_CD4	Mac	Spleen
ANXA1_FPR1	TCM_CD4.Mon	0	1.116	TCM_CD4	Mon	Spleen
ANXA1_FPR1	TEFF_CD8.Mac	0	0.881	TEFF_CD8	Mac	Spleen
ANXA1_FPR1	TEFF_CD8.Mon	0	1.002	TEFF_CD8	Mon	Spleen
ANXA1_FPR1	TEM_CD8.Mac	0	0.869	TEM_CD8	Mac	Spleen
ANXA1_FPR1	TEM_CD8.Mon	0	0.99	TEM_CD8	Mon	Spleen
ANXA1_FPR1	TGD_CD8.Mac	0.016	0.608	TGD_CD8	Mac	Spleen
ANXA1_FPR1	TGD_CD8.Mon	0	0.729	TGD_CD8	Mon	Spleen
ANXA1_FPR1	TRM_CD4.Mac	0	1.339	TRM_CD4	Mac	Spleen
ANXA1_FPR1	TRM_CD4.Mon	0	1.46	TRM_CD4	Mon	Spleen
ANXA1_FPR1	TRM_CD8.Mac	0	0.766	TRM_CD8	Mac	Spleen
ANXA1_FPR1	TRM_CD8.Mon	0	0.886	TRM_CD8	Mon	Spleen
BMP8B_PLAUR	Plasma.Mac	0	0.676	Plasma	Mac	Spleen
BMP8B_PLAUR	Plasma.Mon	0	1.289	Plasma	Mon	Spleen
BTLA_TNFRSF14	Plasma.Mac	0.015	0.335	Plasma	Mac	Spleen
BTLA_TNFRSF14	Plasma.TCM_CD4	0.046	0.292	Plasma	TCM_CD4	Spleen
BTLA_TNFRSF14	Plasma.TEM_CD8	0.031	0.305	Plasma	TEM_CD8	Spleen
C5AR1_RPS19	Mac.Mac	0	2.146	Mac	Mac	Spleen
C5AR1_RPS19	Mac.MAIT_CD8	0	2.506	Mac	MAIT_CD8	Spleen
C5AR1_RPS19	Mac.Memory_B	0	2.619	Mac	Memory_B	Spleen
C5AR1_RPS19	Mac.Naive_B	0	2.668	Mac	Naive_B	Spleen
C5AR1_RPS19	Mac.Naive_CD8	0	2.644	Mac	Naive_CD8	Spleen
C5AR1_RPS19	Mac.NK	0	2.237	Mac	NK	Spleen
C5AR1_RPS19	Mac.Plasma	0	2.135	Mac	Plasma	Spleen
C5AR1_RPS19	Mac.TCM_CD4	0	2.559	Mac	TCM_CD4	Spleen
C5AR1_RPS19	Mac.TEFF_CD8	0	2.455	Mac	TEFF_CD8	Spleen
C5AR1_RPS19	Mac.TEM_CD8	0	2.413	Mac	TEM_CD8	Spleen
C5AR1_RPS19	Mac.TGD_CD8	0	2.407	Mac	TGD_CD8	Spleen
C5AR1_RPS19	Mac.TRM_CD4	0	2.56	Mac	TRM_CD4	Spleen
C5AR1_RPS19	Mac.TRM_CD8	0	2.37	Mac	TRM_CD8	Spleen
C5AR1_RPS19	Mon.Mac	0	2.285	Mon	Mac	Spleen
C5AR1_RPS19	Mon.MAIT_CD8	0	2.645	Mon	MAIT_CD8	Spleen
C5AR1_RPS19	Mon.Memory_B	0	2.757	Mon	Memory_B	Spleen
C5AR1_RPS19	Mon.Naive_B	0	2.807	Mon	Naive_B	Spleen
C5AR1_RPS19	Mon.Naive_CD8	0	2.783	Mon	Naive_CD8	Spleen
C5AR1_RPS19	Mon.NK	0	2.376	Mon	NK	Spleen
C5AR1_RPS19	Mon.Plasma	0	2.274	Mon	Plasma	Spleen
C5AR1_RPS19	Mon.TCM_CD4	0	2.698	Mon	TCM_CD4	Spleen
C5AR1_RPS19	Mon.TEFF_CD8	0	2.594	Mon	TEFF_CD8	Spleen
C5AR1_RPS19	Mon.TEM_CD8	0	2.552	Mon	TEM_CD8	Spleen
C5AR1_RPS19	Mon.TGD_CD8	0	2.546	Mon	TGD_CD8	Spleen
C5AR1_RPS19	Mon.TRM_CD4	0	2.699	Mon	TRM_CD4	Spleen
C5AR1_RPS19	Mon.TRM_CD8	0	2.509	Mon	TRM_CD8	Spleen
CADM1_CADM1	Plasma.Plasma	0	0.439	Plasma	Plasma	Spleen
CCL3_CCR1	Mac.Mac	0	1.455	Mac	Mac	Spleen
